Phúc Xá, Ba Đình, Hà Nội
Sủng Thài, Yên Minh, Tỉnh Hà Giang
Hữu Vinh, Yên Minh, Tỉnh Hà Giang
Lao Và Chải, Yên Minh, Tỉnh Hà Giang
Mậu Duệ, Yên Minh, Tỉnh Hà Giang
Đông Minh, Yên Minh, Tỉnh Hà Giang
Mậu Long, Yên Minh, Tỉnh Hà Giang
Ngam La, Yên Minh, Tỉnh Hà Giang
Ngọc Long, Yên Minh, Tỉnh Hà Giang
Đường Thượng, Yên Minh, Tỉnh Hà Giang
Lũng Hồ, Yên Minh, Tỉnh Hà Giang
Du Tiến, Yên Minh, Tỉnh Hà Giang
Du Già, Yên Minh, Tỉnh Hà Giang
Tam Sơn, Quản Bạ, Tỉnh Hà Giang
Bát Đại Sơn, Quản Bạ, Tỉnh Hà Giang
Nghĩa Thuận, Quản Bạ, Tỉnh Hà Giang
Cán Tỷ, Quản Bạ, Tỉnh Hà Giang
Cao Mã Pờ, Quản Bạ, Tỉnh Hà Giang
Thanh Vân, Quản Bạ, Tỉnh Hà Giang
Tùng Vài, Quản Bạ, Tỉnh Hà Giang
Đông Hà, Quản Bạ, Tỉnh Hà Giang
Quản Bạ, Quản Bạ, Tỉnh Hà Giang
Lùng Tám, Quản Bạ, Tỉnh Hà Giang
Quyết Tiến, Quản Bạ, Tỉnh Hà Giang
Tả Ván, Quản Bạ, Tỉnh Hà Giang
Thái An, Quản Bạ, Tỉnh Hà Giang
Kim Thạch, Vị Xuyên, Tỉnh Hà Giang
Phú Linh, Vị Xuyên, Tỉnh Hà Giang
Kim Linh, Vị Xuyên, Tỉnh Hà Giang
Vị Xuyên, Vị Xuyên, Tỉnh Hà Giang
Nông trường Việt Lâm, Vị Xuyên, Tỉnh Hà Giang
Minh Tân, Vị Xuyên, Tỉnh Hà Giang
Thuận Hoà, Vị Xuyên, Tỉnh Hà Giang
Tùng Bá, Vị Xuyên, Tỉnh Hà Giang
Thanh Thủy, Vị Xuyên, Tỉnh Hà Giang
Thanh Đức, Vị Xuyên, Tỉnh Hà Giang
Phong Quang, Vị Xuyên, Tỉnh Hà Giang
Xín Chải, Vị Xuyên, Tỉnh Hà Giang
Phương Tiến, Vị Xuyên, Tỉnh Hà Giang
Lao Chải, Vị Xuyên, Tỉnh Hà Giang
Cao Bồ, Vị Xuyên, Tỉnh Hà Giang
Đạo Đức, Vị Xuyên, Tỉnh Hà Giang
Thượng Sơn, Vị Xuyên, Tỉnh Hà Giang
Linh Hồ, Vị Xuyên, Tỉnh Hà Giang
Quảng Ngần, Vị Xuyên, Tỉnh Hà Giang
Việt Lâm, Vị Xuyên, Tỉnh Hà Giang
Ngọc Linh, Vị Xuyên, Tỉnh Hà Giang
Ngọc Minh, Vị Xuyên, Tỉnh Hà Giang
Bạch Ngọc, Vị Xuyên, Tỉnh Hà Giang
Trung Thành, Vị Xuyên, Tỉnh Hà Giang
Minh Sơn, Bắc Mê, Tỉnh Hà Giang
Giáp Trung, Bắc Mê, Tỉnh Hà Giang
Yên Định, Bắc Mê, Tỉnh Hà Giang
Yên Phú, Bắc Mê, Tỉnh Hà Giang
Minh Ngọc, Bắc Mê, Tỉnh Hà Giang
Yên Phong, Bắc Mê, Tỉnh Hà Giang
Lạc Nông, Bắc Mê, Tỉnh Hà Giang
Phú Nam, Bắc Mê, Tỉnh Hà Giang
Yên Cường, Bắc Mê, Tỉnh Hà Giang
Thượng Tân, Bắc Mê, Tỉnh Hà Giang
Đường Âm, Bắc Mê, Tỉnh Hà Giang
Đường Hồng, Bắc Mê, Tỉnh Hà Giang
Phiêng Luông, Bắc Mê, Tỉnh Hà Giang
Vinh Quang, Hoàng Su Phì, Tỉnh Hà Giang
Bản Máy, Hoàng Su Phì, Tỉnh Hà Giang
Thàng Tín, Hoàng Su Phì, Tỉnh Hà Giang
Thèn Chu Phìn, Hoàng Su Phì, Tỉnh Hà Giang
Pố Lồ, Hoàng Su Phì, Tỉnh Hà Giang
Bản Phùng, Hoàng Su Phì, Tỉnh Hà Giang
Túng Sán, Hoàng Su Phì, Tỉnh Hà Giang
Chiến Phố, Hoàng Su Phì, Tỉnh Hà Giang
Đản Ván, Hoàng Su Phì, Tỉnh Hà Giang
Tụ Nhân, Hoàng Su Phì, Tỉnh Hà Giang
Tân Tiến, Hoàng Su Phì, Tỉnh Hà Giang
Nàng Đôn, Hoàng Su Phì, Tỉnh Hà Giang
Pờ Ly Ngài, Hoàng Su Phì, Tỉnh Hà Giang
Sán Xả Hồ, Hoàng Su Phì, Tỉnh Hà Giang
Bản Luốc, Hoàng Su Phì, Tỉnh Hà Giang
Ngàm Đăng Vài, Hoàng Su Phì, Tỉnh Hà Giang
Bản Nhùng, Hoàng Su Phì, Tỉnh Hà Giang
Tả Sử Choóng, Hoàng Su Phì, Tỉnh Hà Giang
Nậm Dịch, Hoàng Su Phì, Tỉnh Hà Giang
Hồ Thầu, Hoàng Su Phì, Tỉnh Hà Giang
Nam Sơn, Hoàng Su Phì, Tỉnh Hà Giang
Nậm Tỵ, Hoàng Su Phì, Tỉnh Hà Giang
Thông Nguyên, Hoàng Su Phì, Tỉnh Hà Giang
Nậm Khòa, Hoàng Su Phì, Tỉnh Hà Giang
Cốc Pài, Xín Mần, Tỉnh Hà Giang
Nàn Xỉn, Xín Mần, Tỉnh Hà Giang
Bản Díu, Xín Mần, Tỉnh Hà Giang
Chí Cà, Xín Mần, Tỉnh Hà Giang
Xín Mần, Xín Mần, Tỉnh Hà Giang
Thèn Phàng, Xín Mần, Tỉnh Hà Giang
Trung Thịnh, Xín Mần, Tỉnh Hà Giang
Pà Vầy Sủ, Xín Mần, Tỉnh Hà Giang
Cốc Rế, Xín Mần, Tỉnh Hà Giang
Thu Tà, Xín Mần, Tỉnh Hà Giang
Nàn Ma, Xín Mần, Tỉnh Hà Giang
Tả Nhìu, Xín Mần, Tỉnh Hà Giang
Bản Ngò, Xín Mần, Tỉnh Hà Giang
Chế Là, Xín Mần, Tỉnh Hà Giang
Nấm Dẩn, Xín Mần, Tỉnh Hà Giang
Quảng Nguyên, Xín Mần, Tỉnh Hà Giang
Nà Chì, Xín Mần, Tỉnh Hà Giang
Khuôn Lùng, Xín Mần, Tỉnh Hà Giang
Việt Quang, Bắc Quang, Tỉnh Hà Giang
Vĩnh Tuy, Bắc Quang, Tỉnh Hà Giang
Tân Lập, Bắc Quang, Tỉnh Hà Giang
Tân Thành, Bắc Quang, Tỉnh Hà Giang
Đồng Tiến, Bắc Quang, Tỉnh Hà Giang
Đồng Tâm, Bắc Quang, Tỉnh Hà Giang
Tân Quang, Bắc Quang, Tỉnh Hà Giang
Thượng Bình, Bắc Quang, Tỉnh Hà Giang
Hữu Sản, Bắc Quang, Tỉnh Hà Giang
Kim Ngọc, Bắc Quang, Tỉnh Hà Giang
Việt Vinh, Bắc Quang, Tỉnh Hà Giang
Bằng Hành, Bắc Quang, Tỉnh Hà Giang
Quang Minh, Bắc Quang, Tỉnh Hà Giang
Liên Hiệp, Bắc Quang, Tỉnh Hà Giang
Vô Điếm, Bắc Quang, Tỉnh Hà Giang
Việt Hồng, Bắc Quang, Tỉnh Hà Giang
Hùng An, Bắc Quang, Tỉnh Hà Giang
Đức Xuân, Bắc Quang, Tỉnh Hà Giang
Tiên Kiều, Bắc Quang, Tỉnh Hà Giang
Vĩnh Hảo, Bắc Quang, Tỉnh Hà Giang
Vĩnh Phúc, Bắc Quang, Tỉnh Hà Giang
Đồng Yên, Bắc Quang, Tỉnh Hà Giang
Đông Thành, Bắc Quang, Tỉnh Hà Giang
Xuân Minh, Quang Bình, Tỉnh Hà Giang
Tiên Nguyên, Quang Bình, Tỉnh Hà Giang
Tân Nam, Quang Bình, Tỉnh Hà Giang
Bản Rịa, Quang Bình, Tỉnh Hà Giang
Yên Thành, Quang Bình, Tỉnh Hà Giang
Yên Bình, Quang Bình, Tỉnh Hà Giang
Tân Trịnh, Quang Bình, Tỉnh Hà Giang
Tân Bắc, Quang Bình, Tỉnh Hà Giang
Bằng Lang, Quang Bình, Tỉnh Hà Giang
Yên Hà, Quang Bình, Tỉnh Hà Giang
Hương Sơn, Quang Bình, Tỉnh Hà Giang
Xuân Giang, Quang Bình, Tỉnh Hà Giang
Nà Khương, Quang Bình, Tỉnh Hà Giang
Tiên Yên, Quang Bình, Tỉnh Hà Giang
Vĩ Thượng, Quang Bình, Tỉnh Hà Giang
Sông Hiến, Cao Bằng, Tỉnh Cao Bằng
Sông Bằng, Cao Bằng, Tỉnh Cao Bằng
Hợp Giang, Cao Bằng, Tỉnh Cao Bằng
Tân Giang, Cao Bằng, Tỉnh Cao Bằng
Ngọc Xuân, Cao Bằng, Tỉnh Cao Bằng
Đề Thám, Cao Bằng, Tỉnh Cao Bằng
Hoà Chung, Cao Bằng, Tỉnh Cao Bằng
Duyệt Trung, Cao Bằng, Tỉnh Cao Bằng
Vĩnh Quang, Cao Bằng, Tỉnh Cao Bằng
Hưng Đạo, Cao Bằng, Tỉnh Cao Bằng
Chu Trinh, Cao Bằng, Tỉnh Cao Bằng
Pác Miầu, Bảo Lâm, Tỉnh Cao Bằng
Đức Hạnh, Bảo Lâm, Tỉnh Cao Bằng
Lý Bôn, Bảo Lâm, Tỉnh Cao Bằng
Nam Cao, Bảo Lâm, Tỉnh Cao Bằng
Nam Quang, Bảo Lâm, Tỉnh Cao Bằng
Vĩnh Quang, Bảo Lâm, Tỉnh Cao Bằng
Quảng Lâm, Bảo Lâm, Tỉnh Cao Bằng
Thạch Lâm, Bảo Lâm, Tỉnh Cao Bằng
Vĩnh Phong, Bảo Lâm, Tỉnh Cao Bằng
Mông Ân, Bảo Lâm, Tỉnh Cao Bằng
Thái Học, Bảo Lâm, Tỉnh Cao Bằng
Thái Sơn, Bảo Lâm, Tỉnh Cao Bằng
Yên Thổ, Bảo Lâm, Tỉnh Cao Bằng
Bảo Lạc, Bảo Lạc, Tỉnh Cao Bằng
Cốc Pàng, Bảo Lạc, Tỉnh Cao Bằng
Thượng Hà, Bảo Lạc, Tỉnh Cao Bằng
Cô Ba, Bảo Lạc, Tỉnh Cao Bằng
Bảo Toàn, Bảo Lạc, Tỉnh Cao Bằng
Khánh Xuân, Bảo Lạc, Tỉnh Cao Bằng
Xuân Trường, Bảo Lạc, Tỉnh Cao Bằng
Hồng Trị, Bảo Lạc, Tỉnh Cao Bằng
Kim Cúc, Bảo Lạc, Tỉnh Cao Bằng
Phan Thanh, Bảo Lạc, Tỉnh Cao Bằng
Hồng An, Bảo Lạc, Tỉnh Cao Bằng
Hưng Đạo, Bảo Lạc, Tỉnh Cao Bằng
Hưng Thịnh, Bảo Lạc, Tỉnh Cao Bằng
Huy Giáp, Bảo Lạc, Tỉnh Cao Bằng
Đình Phùng, Bảo Lạc, Tỉnh Cao Bằng
Sơn Lập, Bảo Lạc, Tỉnh Cao Bằng
Sơn Lộ, Bảo Lạc, Tỉnh Cao Bằng
Thông Nông, Hà Quảng, Tỉnh Cao Bằng
Cần Yên, Hà Quảng, Tỉnh Cao Bằng
Cần Nông, Hà Quảng, Tỉnh Cao Bằng
Lương Thông, Hà Quảng, Tỉnh Cao Bằng
Đa Thông, Hà Quảng, Tỉnh Cao Bằng
Ngọc Động, Hà Quảng, Tỉnh Cao Bằng
Yên Sơn, Hà Quảng, Tỉnh Cao Bằng
Lương Can, Hà Quảng, Tỉnh Cao Bằng
Thanh Long, Hà Quảng, Tỉnh Cao Bằng
Xuân Hòa, Hà Quảng, Tỉnh Cao Bằng
Lũng Nặm, Hà Quảng, Tỉnh Cao Bằng
Trường Hà, Hà Quảng, Tỉnh Cao Bằng
Cải Viên, Hà Quảng, Tỉnh Cao Bằng
Nội Thôn, Hà Quảng, Tỉnh Cao Bằng
Tổng Cọt, Hà Quảng, Tỉnh Cao Bằng
Sóc Hà, Hà Quảng, Tỉnh Cao Bằng
Thượng Thôn, Hà Quảng, Tỉnh Cao Bằng
Hồng Sỹ, Hà Quảng, Tỉnh Cao Bằng
Quý Quân, Hà Quảng, Tỉnh Cao Bằng
Mã Ba, Hà Quảng, Tỉnh Cao Bằng
Ngọc Đào, Hà Quảng, Tỉnh Cao Bằng
Trà Lĩnh, Trùng Khánh, Tỉnh Cao Bằng
Tri Phương, Trùng Khánh, Tỉnh Cao Bằng
Quang Hán, Trùng Khánh, Tỉnh Cao Bằng
Xuân Nội, Trùng Khánh, Tỉnh Cao Bằng
Quang Trung, Trùng Khánh, Tỉnh Cao Bằng
Quang Vinh, Trùng Khánh, Tỉnh Cao Bằng
Cao Chương, Trùng Khánh, Tỉnh Cao Bằng
Trùng Khánh, Trùng Khánh, Tỉnh Cao Bằng
Ngọc Khê, Trùng Khánh, Tỉnh Cao Bằng
Ngọc Côn, Trùng Khánh, Tỉnh Cao Bằng
Phong Nậm, Trùng Khánh, Tỉnh Cao Bằng
Đình Phong, Trùng Khánh, Tỉnh Cao Bằng
Đàm Thuỷ, Trùng Khánh, Tỉnh Cao Bằng
Khâm Thành, Trùng Khánh, Tỉnh Cao Bằng
Chí Viễn, Trùng Khánh, Tỉnh Cao Bằng
Lăng Hiếu, Trùng Khánh, Tỉnh Cao Bằng
Phong Châu, Trùng Khánh, Tỉnh Cao Bằng
Trung Phúc, Trùng Khánh, Tỉnh Cao Bằng
Cao Thăng, Trùng Khánh, Tỉnh Cao Bằng
Đức Hồng, Trùng Khánh, Tỉnh Cao Bằng
Đoài Dương, Trùng Khánh, Tỉnh Cao Bằng
Minh Long, Hạ Lang, Tỉnh Cao Bằng
Lý Quốc, Hạ Lang, Tỉnh Cao Bằng
Thắng Lợi, Hạ Lang, Tỉnh Cao Bằng
Đồng Loan, Hạ Lang, Tỉnh Cao Bằng
Đức Quang, Hạ Lang, Tỉnh Cao Bằng
Kim Loan, Hạ Lang, Tỉnh Cao Bằng
Quang Long, Hạ Lang, Tỉnh Cao Bằng
An Lạc, Hạ Lang, Tỉnh Cao Bằng
Thanh Nhật, Hạ Lang, Tỉnh Cao Bằng
Vinh Quý, Hạ Lang, Tỉnh Cao Bằng
Thống Nhất, Hạ Lang, Tỉnh Cao Bằng
Cô Ngân, Hạ Lang, Tỉnh Cao Bằng
Thị Hoa, Hạ Lang, Tỉnh Cao Bằng
Quốc Toản, Quảng Hòa, Tỉnh Cao Bằng
Quảng Uyên, Quảng Hòa, Tỉnh Cao Bằng
Phi Hải, Quảng Hòa, Tỉnh Cao Bằng
Quảng Hưng, Quảng Hòa, Tỉnh Cao Bằng
Độc Lập, Quảng Hòa, Tỉnh Cao Bằng
Cai Bộ, Quảng Hòa, Tỉnh Cao Bằng
Phúc Sen, Quảng Hòa, Tỉnh Cao Bằng
Chí Thảo, Quảng Hòa, Tỉnh Cao Bằng
Tự Do, Quảng Hòa, Tỉnh Cao Bằng
Hồng Quang, Quảng Hòa, Tỉnh Cao Bằng
Ngọc Động, Quảng Hòa, Tỉnh Cao Bằng
Hạnh Phúc, Quảng Hòa, Tỉnh Cao Bằng
Tà Lùng, Quảng Hòa, Tỉnh Cao Bằng
Bế Văn Đàn, Quảng Hòa, Tỉnh Cao Bằng
Cách Linh, Quảng Hòa, Tỉnh Cao Bằng
Đại Sơn, Quảng Hòa, Tỉnh Cao Bằng
Tiên Thành, Quảng Hòa, Tỉnh Cao Bằng
Hoà Thuận, Quảng Hòa, Tỉnh Cao Bằng
Mỹ Hưng, Quảng Hòa, Tỉnh Cao Bằng
Nước Hai, Hoà An, Tỉnh Cao Bằng
Dân Chủ, Hoà An, Tỉnh Cao Bằng
Nam Tuấn, Hoà An, Tỉnh Cao Bằng
Đại Tiến, Hoà An, Tỉnh Cao Bằng
Đức Long, Hoà An, Tỉnh Cao Bằng
Ngũ Lão, Hoà An, Tỉnh Cao Bằng
Trương Lương, Hoà An, Tỉnh Cao Bằng
Hồng Việt, Hoà An, Tỉnh Cao Bằng
Hoàng Tung, Hoà An, Tỉnh Cao Bằng
Nguyễn Huệ, Hoà An, Tỉnh Cao Bằng
Quang Trung, Hoà An, Tỉnh Cao Bằng
Bạch Đằng, Hoà An, Tỉnh Cao Bằng
Bình Dương, Hoà An, Tỉnh Cao Bằng
Lê Chung, Hoà An, Tỉnh Cao Bằng
Hồng Nam, Hoà An, Tỉnh Cao Bằng
Nguyên Bình, Nguyên Bình, Tỉnh Cao Bằng
Tĩnh Túc, Nguyên Bình, Tỉnh Cao Bằng
Yên Lạc, Nguyên Bình, Tỉnh Cao Bằng
Triệu Nguyên, Nguyên Bình, Tỉnh Cao Bằng
Ca Thành, Nguyên Bình, Tỉnh Cao Bằng
Vũ Nông, Nguyên Bình, Tỉnh Cao Bằng
Minh Tâm, Nguyên Bình, Tỉnh Cao Bằng
Thể Dục, Nguyên Bình, Tỉnh Cao Bằng
Mai Long, Nguyên Bình, Tỉnh Cao Bằng
Vũ Minh, Nguyên Bình, Tỉnh Cao Bằng
Hoa Thám, Nguyên Bình, Tỉnh Cao Bằng
Phan Thanh, Nguyên Bình, Tỉnh Cao Bằng
Quang Thành, Nguyên Bình, Tỉnh Cao Bằng
Tam Kim, Nguyên Bình, Tỉnh Cao Bằng
Thành Công, Nguyên Bình, Tỉnh Cao Bằng
Thịnh Vượng, Nguyên Bình, Tỉnh Cao Bằng
Hưng Đạo, Nguyên Bình, Tỉnh Cao Bằng
Đông Khê, Thạch An, Tỉnh Cao Bằng
Canh Tân, Thạch An, Tỉnh Cao Bằng
Kim Đồng, Thạch An, Tỉnh Cao Bằng
Minh Khai, Thạch An, Tỉnh Cao Bằng
Đức Thông, Thạch An, Tỉnh Cao Bằng
Thái Cường, Thạch An, Tỉnh Cao Bằng
Vân Trình, Thạch An, Tỉnh Cao Bằng
Thụy Hùng, Thạch An, Tỉnh Cao Bằng
Quang Trọng, Thạch An, Tỉnh Cao Bằng
Trọng Con, Thạch An, Tỉnh Cao Bằng
Lê Lai, Thạch An, Tỉnh Cao Bằng
Đức Long, Thạch An, Tỉnh Cao Bằng
Lê Lợi, Thạch An, Tỉnh Cao Bằng
Đức Xuân, Thạch An, Tỉnh Cao Bằng
Nguyễn Thị Minh Khai, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Sông Cầu, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Đức Xuân, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Phùng Chí Kiên, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Huyền Tụng, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Dương Quang, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Nông Thượng, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Xuất Hóa, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Bằng Thành, Pác Nặm, Tỉnh Bắc Kạn
Nhạn Môn, Pác Nặm, Tỉnh Bắc Kạn
Bộc Bố, Pác Nặm, Tỉnh Bắc Kạn
Công Bằng, Pác Nặm, Tỉnh Bắc Kạn
Giáo Hiệu, Pác Nặm, Tỉnh Bắc Kạn
Xuân La, Pác Nặm, Tỉnh Bắc Kạn
An Thắng, Pác Nặm, Tỉnh Bắc Kạn
Cổ Linh, Pác Nặm, Tỉnh Bắc Kạn
Nghiên Loan, Pác Nặm, Tỉnh Bắc Kạn
Cao Tân, Pác Nặm, Tỉnh Bắc Kạn
Chợ Rã, Ba Bể, Tỉnh Bắc Kạn
Bành Trạch, Ba Bể, Tỉnh Bắc Kạn
Phúc Lộc, Ba Bể, Tỉnh Bắc Kạn
Hà Hiệu, Ba Bể, Tỉnh Bắc Kạn
Cao Thượng, Ba Bể, Tỉnh Bắc Kạn
Khang Ninh, Ba Bể, Tỉnh Bắc Kạn
Nam Mẫu, Ba Bể, Tỉnh Bắc Kạn
Thượng Giáo, Ba Bể, Tỉnh Bắc Kạn
Địa Linh, Ba Bể, Tỉnh Bắc Kạn
Yến Dương, Ba Bể, Tỉnh Bắc Kạn
Chu Hương, Ba Bể, Tỉnh Bắc Kạn
Quảng Khê, Ba Bể, Tỉnh Bắc Kạn
Mỹ Phương, Ba Bể, Tỉnh Bắc Kạn
Hoàng Trĩ, Ba Bể, Tỉnh Bắc Kạn
Đồng Phúc, Ba Bể, Tỉnh Bắc Kạn
Nà Phặc, Ngân Sơn, Tỉnh Bắc Kạn
Thượng Ân, Ngân Sơn, Tỉnh Bắc Kạn
Bằng Vân, Ngân Sơn, Tỉnh Bắc Kạn
Cốc Đán, Ngân Sơn, Tỉnh Bắc Kạn
Trung Hoà, Ngân Sơn, Tỉnh Bắc Kạn
Đức Vân, Ngân Sơn, Tỉnh Bắc Kạn
Vân Tùng, Ngân Sơn, Tỉnh Bắc Kạn
Thượng Quan, Ngân Sơn, Tỉnh Bắc Kạn
Hiệp Lực, Ngân Sơn, Tỉnh Bắc Kạn
Thuần Mang, Ngân Sơn, Tỉnh Bắc Kạn
Phủ Thông, Bạch Thông, Tỉnh Bắc Kạn
Vi Hương, Bạch Thông, Tỉnh Bắc Kạn
Sĩ Bình, Bạch Thông, Tỉnh Bắc Kạn
Vũ Muộn, Bạch Thông, Tỉnh Bắc Kạn
Đôn Phong, Bạch Thông, Tỉnh Bắc Kạn
Lục Bình, Bạch Thông, Tỉnh Bắc Kạn
Tân Tú, Bạch Thông, Tỉnh Bắc Kạn
Nguyên Phúc, Bạch Thông, Tỉnh Bắc Kạn
Cao Sơn, Bạch Thông, Tỉnh Bắc Kạn
Quân Hà, Bạch Thông, Tỉnh Bắc Kạn
Cẩm Giàng, Bạch Thông, Tỉnh Bắc Kạn
Mỹ Thanh, Bạch Thông, Tỉnh Bắc Kạn
Dương Phong, Bạch Thông, Tỉnh Bắc Kạn
Quang Thuận, Bạch Thông, Tỉnh Bắc Kạn
Bằng Lũng, Chợ Đồn, Tỉnh Bắc Kạn
Xuân Lạc, Chợ Đồn, Tỉnh Bắc Kạn
Nam Cường, Chợ Đồn, Tỉnh Bắc Kạn
Đồng Lạc, Chợ Đồn, Tỉnh Bắc Kạn
Tân Lập, Chợ Đồn, Tỉnh Bắc Kạn
Bản Thi, Chợ Đồn, Tỉnh Bắc Kạn
Quảng Bạch, Chợ Đồn, Tỉnh Bắc Kạn
Bằng Phúc, Chợ Đồn, Tỉnh Bắc Kạn
Yên Thịnh, Chợ Đồn, Tỉnh Bắc Kạn
Yên Thượng, Chợ Đồn, Tỉnh Bắc Kạn
Phương Viên, Chợ Đồn, Tỉnh Bắc Kạn
Ngọc Phái, Chợ Đồn, Tỉnh Bắc Kạn
Đồng Thắng, Chợ Đồn, Tỉnh Bắc Kạn
Lương Bằng, Chợ Đồn, Tỉnh Bắc Kạn
Bằng Lãng, Chợ Đồn, Tỉnh Bắc Kạn
Đại Sảo, Chợ Đồn, Tỉnh Bắc Kạn
Nghĩa Tá, Chợ Đồn, Tỉnh Bắc Kạn
Yên Mỹ, Chợ Đồn, Tỉnh Bắc Kạn
Bình Trung, Chợ Đồn, Tỉnh Bắc Kạn
Yên Phong, Chợ Đồn, Tỉnh Bắc Kạn
Đồng Tâm, Chợ Mới, Tỉnh Bắc Kạn
Tân Sơn, Chợ Mới, Tỉnh Bắc Kạn
Thanh Vận, Chợ Mới, Tỉnh Bắc Kạn
Mai Lạp, Chợ Mới, Tỉnh Bắc Kạn
Hoà Mục, Chợ Mới, Tỉnh Bắc Kạn
Thanh Mai, Chợ Mới, Tỉnh Bắc Kạn
Cao Kỳ, Chợ Mới, Tỉnh Bắc Kạn
Nông Hạ, Chợ Mới, Tỉnh Bắc Kạn
Yên Cư, Chợ Mới, Tỉnh Bắc Kạn
Thanh Thịnh, Chợ Mới, Tỉnh Bắc Kạn
Yên Hân, Chợ Mới, Tỉnh Bắc Kạn
Như Cố, Chợ Mới, Tỉnh Bắc Kạn
Bình Văn, Chợ Mới, Tỉnh Bắc Kạn
Quảng Chu, Chợ Mới, Tỉnh Bắc Kạn
Văn Vũ, Na Rì, Tỉnh Bắc Kạn
Văn Lang, Na Rì, Tỉnh Bắc Kạn
Lương Thượng, Na Rì, Tỉnh Bắc Kạn
Kim Hỷ, Na Rì, Tỉnh Bắc Kạn
Cường Lợi, Na Rì, Tỉnh Bắc Kạn
Yến Lạc, Na Rì, Tỉnh Bắc Kạn
Kim Lư, Na Rì, Tỉnh Bắc Kạn
Sơn Thành, Na Rì, Tỉnh Bắc Kạn
Văn Minh, Na Rì, Tỉnh Bắc Kạn
Côn Minh, Na Rì, Tỉnh Bắc Kạn
Cư Lễ, Na Rì, Tỉnh Bắc Kạn
Trần Phú, Na Rì, Tỉnh Bắc Kạn
Quang Phong, Na Rì, Tỉnh Bắc Kạn
Dương Sơn, Na Rì, Tỉnh Bắc Kạn
Xuân Dương, Na Rì, Tỉnh Bắc Kạn
Đổng Xá, Na Rì, Tỉnh Bắc Kạn
Liêm Thuỷ, Na Rì, Tỉnh Bắc Kạn
Phan Thiết, Tuyên Quang, Tỉnh Tuyên Quang
Minh Xuân, Tuyên Quang, Tỉnh Tuyên Quang
Tân Quang, Tuyên Quang, Tỉnh Tuyên Quang
Tràng Đà, Tuyên Quang, Tỉnh Tuyên Quang
Nông Tiến, Tuyên Quang, Tỉnh Tuyên Quang
Ỷ La, Tuyên Quang, Tỉnh Tuyên Quang
Tân Hà, Tuyên Quang, Tỉnh Tuyên Quang
Hưng Thành, Tuyên Quang, Tỉnh Tuyên Quang
Kim Phú, Tuyên Quang, Tỉnh Tuyên Quang
An Khang, Tuyên Quang, Tỉnh Tuyên Quang
Mỹ Lâm, Tuyên Quang, Tỉnh Tuyên Quang
An Tường, Tuyên Quang, Tỉnh Tuyên Quang
Lưỡng Vượng, Tuyên Quang, Tỉnh Tuyên Quang
Thái Long, Tuyên Quang, Tỉnh Tuyên Quang
Đội Cấn, Tuyên Quang, Tỉnh Tuyên Quang
Phúc Yên, Lâm Bình, Tỉnh Tuyên Quang
Xuân Lập, Lâm Bình, Tỉnh Tuyên Quang
Khuôn Hà, Lâm Bình, Tỉnh Tuyên Quang
Lăng Can, Lâm Bình, Tỉnh Tuyên Quang
Thượng Lâm, Lâm Bình, Tỉnh Tuyên Quang
Bình An, Lâm Bình, Tỉnh Tuyên Quang
Hồng Quang, Lâm Bình, Tỉnh Tuyên Quang
Thổ Bình, Lâm Bình, Tỉnh Tuyên Quang
Phúc Sơn, Lâm Bình, Tỉnh Tuyên Quang
Minh Quang, Lâm Bình, Tỉnh Tuyên Quang
Na Hang, Na Hang, Tỉnh Tuyên Quang
Sinh Long, Na Hang, Tỉnh Tuyên Quang
Thượng Giáp, Na Hang, Tỉnh Tuyên Quang
Thượng Nông, Na Hang, Tỉnh Tuyên Quang
Côn Lôn, Na Hang, Tỉnh Tuyên Quang
Yên Hoa, Na Hang, Tỉnh Tuyên Quang
Hồng Thái, Na Hang, Tỉnh Tuyên Quang
Đà Vị, Na Hang, Tỉnh Tuyên Quang
Khau Tinh, Na Hang, Tỉnh Tuyên Quang
Sơn Phú, Na Hang, Tỉnh Tuyên Quang
Năng Khả, Na Hang, Tỉnh Tuyên Quang
Thanh Tương, Na Hang, Tỉnh Tuyên Quang
Vĩnh Lộc, Chiêm Hóa, Tỉnh Tuyên Quang
Trung Hà, Chiêm Hóa, Tỉnh Tuyên Quang
Tân Mỹ, Chiêm Hóa, Tỉnh Tuyên Quang
Hà Lang, Chiêm Hóa, Tỉnh Tuyên Quang
Hùng Mỹ, Chiêm Hóa, Tỉnh Tuyên Quang
Yên Lập, Chiêm Hóa, Tỉnh Tuyên Quang
Tân An, Chiêm Hóa, Tỉnh Tuyên Quang
Bình Phú, Chiêm Hóa, Tỉnh Tuyên Quang
Xuân Quang, Chiêm Hóa, Tỉnh Tuyên Quang
Ngọc Hội, Chiêm Hóa, Tỉnh Tuyên Quang
Phú Bình, Chiêm Hóa, Tỉnh Tuyên Quang
